,Fossil Gas,Nuclear,Solar,Wind Onshore
2015-04-15 16:00:00+02:00,0.0,,3.7720000000000002,0.044
2015-04-15 17:00:00+02:00,0.0,,2.583,0.044
2015-04-15 18:00:00+02:00,0.0,,1.353,0.033
2015-04-15 19:00:00+02:00,0.0,,0.369,0.044
2015-04-15 20:00:00+02:00,0.0,,0.0,0.022
2015-04-15 21:00:00+02:00,0.0,,0.0,0.011
2015-04-15 22:00:00+02:00,0.0,,0.0,0.011
2015-04-15 23:00:00+02:00,0.0,,0.0,0.044
2015-04-16 00:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-16 01:00:00+02:00,0.0,,0.0,0.022
2015-04-16 02:00:00+02:00,0.0,,0.0,0.022
2015-04-16 03:00:00+02:00,0.0,,0.0,0.044
2015-04-16 04:00:00+02:00,0.0,,0.0,0.077
2015-04-16 05:00:00+02:00,0.0,,0.0,0.066
2015-04-16 06:00:00+02:00,0.0,,0.041,0.05499999999999999
2015-04-16 07:00:00+02:00,0.0,,0.41000000000000003,0.077
2015-04-16 08:00:00+02:00,0.0,,1.1480000000000001,0.077
2015-04-16 09:00:00+02:00,0.0,,2.132,0.066
2015-04-16 10:00:00+02:00,0.0,,3.198,0.044
2015-04-16 11:00:00+02:00,0.0,,4.059,0.033
2015-04-16 12:00:00+02:00,0.0,,4.428,0.033
2015-04-16 13:00:00+02:00,0.0,,3.7720000000000002,0.044
2015-04-16 14:00:00+02:00,0.0,,3.5260000000000002,0.10999999999999999
2015-04-16 15:00:00+02:00,0.0,,2.583,0.088
2015-04-16 16:00:00+02:00,0.0,,1.681,0.033
2015-04-16 17:00:00+02:00,0.0,,0.984,0.044
2015-04-16 18:00:00+02:00,0.0,,0.492,0.121
2015-04-16 19:00:00+02:00,0.0,,0.164,0.10999999999999999
2015-04-16 20:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-16 21:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-16 22:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-16 23:00:00+02:00,0.0,,0.0,0.121
2015-04-17 00:00:00+02:00,0.0,,0.0,0.077
2015-04-17 01:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-17 02:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-17 03:00:00+02:00,0.0,,0.0,0.088
2015-04-17 04:00:00+02:00,0.0,,0.0,0.066
2015-04-17 05:00:00+02:00,0.0,,0.0,0.066
2015-04-17 06:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-17 07:00:00+02:00,0.0,,0.082,0.09899999999999999
2015-04-17 08:00:00+02:00,0.0,,0.246,0.077
2015-04-17 09:00:00+02:00,0.0,,0.41000000000000003,0.033
2015-04-17 10:00:00+02:00,0.0,,0.656,0.011
2015-04-17 11:00:00+02:00,0.0,,0.984,0.022
2015-04-17 12:00:00+02:00,0.0,,1.107,0.033
2015-04-17 13:00:00+02:00,0.0,,1.353,0.066
2015-04-17 14:00:00+02:00,0.0,,1.353,0.077
2015-04-17 15:00:00+02:00,0.0,,1.1480000000000001,0.077
2015-04-17 16:00:00+02:00,0.0,,0.861,0.088
2015-04-17 17:00:00+02:00,0.0,,0.5740000000000001,0.09899999999999999
2015-04-17 18:00:00+02:00,0.0,,0.28700000000000003,0.10999999999999999
2015-04-17 19:00:00+02:00,0.0,,0.082,0.10999999999999999
2015-04-17 20:00:00+02:00,0.0,,0.0,0.077
2015-04-17 21:00:00+02:00,0.0,,0.0,0.066
2015-04-17 22:00:00+02:00,0.0,,0.0,0.066
2015-04-17 23:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-18 00:00:00+02:00,0.0,,0.0,0.044
2015-04-18 01:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-18 02:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-18 03:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-18 04:00:00+02:00,0.0,,0.0,0.044
2015-04-18 05:00:00+02:00,0.0,,0.0,0.044
2015-04-18 06:00:00+02:00,0.0,,0.0,0.077
2015-04-18 07:00:00+02:00,0.0,,0.164,0.077
2015-04-18 08:00:00+02:00,0.0,,0.738,0.088
2015-04-18 09:00:00+02:00,0.0,,1.681,0.121
2015-04-18 10:00:00+02:00,0.0,,2.624,0.121
2015-04-18 11:00:00+02:00,0.0,,3.362,0.132
2015-04-18 12:00:00+02:00,0.0,,3.7310000000000003,0.154
2015-04-18 13:00:00+02:00,0.0,,4.141,0.143
2015-04-18 14:00:00+02:00,0.0,,4.1000000000000005,0.143
2015-04-18 15:00:00+02:00,0.0,,3.9770000000000003,0.143
2015-04-18 16:00:00+02:00,0.0,,3.608,0.154
2015-04-18 17:00:00+02:00,0.0,,2.665,0.154
2015-04-18 18:00:00+02:00,0.0,,1.435,0.16499999999999998
2015-04-18 19:00:00+02:00,0.0,,0.369,0.187
2015-04-18 20:00:00+02:00,0.0,,0.0,0.19799999999999998
2015-04-18 21:00:00+02:00,0.0,,0.0,0.21999999999999997
2015-04-18 22:00:00+02:00,0.0,,0.0,0.209
2015-04-18 23:00:00+02:00,0.0,,0.0,0.19799999999999998
2015-04-19 00:00:00+02:00,0.0,,0.0,0.19799999999999998
2015-04-19 01:00:00+02:00,0.0,,0.0,0.19799999999999998
